/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/29184_1_2.mzXML	3776	4155	1117	Massetolides_Massetolide_F	11	6.5e-13	1125.69	1126.69	442.942	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/29184_1_2.mzXML	3771	4150	1117	Massetolides_Massetolide_F	13	1.3e-12	1125.69	563.851	442.367	M+2H	2
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/31303.mzXML	3026	3330	8117	E'Streptocidin_C'	19	8.6e-24	1297.7	649.858	356.992	M+2H	2
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30258.mzXML	4183	4603	2924	Surfactin_Surfactin_C1	23	1.2e-17	1035.68	1036.69	497.911	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30258.mzXML	4218	4641	2657	Surfactin_7-L-Valine_analogue	19	3.4e-18	1021.67	1022.67	502.055	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30258.mzXML	4089	4499	9026	[Val7]-Surfactin_C13ai_dimethyl_ester	19	1.4e-21	1021.67	1022.67	486.921	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30048.mzXML	4233	4658	2924	Surfactin_Surfactin_C1	23	3.5e-20	1035.68	1036.69	497.634	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30048.mzXML	4137	4552	2564	Surfactin_Surfactin_B1	22	6.3e-17	1021.67	1022.67	486.86	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30048.mzXML	4008	4410	9011	[Ile2,Val7]-Surfactin_C13ai_monomethyl_e	18	3.2e-18	1007.65	1008.65	471.376	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30048.mzXML	4239	4664	8691	Esperin	10	9.2e-14	1035.68	518.849	498.321	M+2H	2
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30135.mzXML	3035	3340	3969	Isariins_Isoisariin_B	11	2.1e-12	595.394	596.4	364.529	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/22030_1_2.mzXML	2793	3074	8204	E'Surugamide_A'	18	1.4e-18	911.621	456.817	330.763	M+2H	2
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/22030_1_2.mzXML	2808	3090	8204	E'Surugamide_A'	12	3.6e-14	911.621	912.628	332.574	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30441.mzXML	4223	4647	2924	Surfactin_Surfactin_C1	24	1.7e-17	1035.68	1036.69	496.59	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30441.mzXML	4277	4706	8691	Esperin	19	5.4e-21	1035.68	1036.69	502.961	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30441.mzXML	4127	4541	2564	Surfactin_Surfactin_B1	19	1.3e-22	1021.67	1022.67	485.382	M+H	1
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30441.mzXML	4234	4659	8691	Esperin	17	2.4e-24	1035.68	518.85	497.927	M+2H	2
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30441.mzXML	4151	4568	2564	Surfactin_Surfactin_B1	17	2.2e-16	1021.67	511.842	488.37	M+2H	2
/data/ccms-data/uploads//MSV000079598/peak/AMG_UKG/30441.mzXML	4018	4421	2272	Surfactin_Surfactin_A1	11	5.4e-12	1007.65	1008.66	471.876	M+H	1
