/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Mono/D1_P1-C-1_01_35665.mzXML	688	913	9028	[Ile2Val7]-Surfactin_C15_dimethyl_ester	14	1.7e-15	1049.7	1050.71	459.588	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	689	918	5828	Bacillus_amyloliquefaciens_Surfactin_1_Bacillus_amyloliquefaciens_Surfactin_1	22	1.3e-18	1035.68	1036.69	461.91	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	711	947	6733	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364E	20	1.3e-16	1063.71	1064.72	476.529	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	685	913	5828	Bacillus_amyloliquefaciens_Surfactin_1_Bacillus_amyloliquefaciens_Surfactin_1	19	1.8e-17	1035.68	1036.69	459.387	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	678	905	2924	Surfactin_Surfactin_C1	19	9.8e-22	1035.68	1036.7	455.355	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	693	923	9028	[Ile2Val7]-Surfactin_C15_dimethyl_ester	18	1.1e-16	1049.7	1050.71	464.432	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	663	886	2657	Surfactin_7-L-Valine_analogue	18	2.8e-17	1021.67	1022.68	445.806	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	701	934	4330	Daitocidin_Pumilacidin_F	19	7.0e-16	1049.7	1050.71	469.978	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	669	893	2924	Surfactin_Surfactin_C1	17	1.0e-15	1035.68	1036.7	449.335	M+H	1
/data/ccms-data/uploads//MSV000080116/ccms_peak/mzXMLs/Co/898_P1-E-2_01_35685.mzXML	710	946	6225	Surfactin_1-Me_ester	15	1.0e-15	1049.7	1050.71	476.026	M+H	1
