/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/A1B2 LIGHT MEOH WATER/A1B2-LM-C4.mzXML	154	703	8205	E'Surugamide_B'	14	4.5e-25	897.605	898.631	246.908	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/A1B2 LIGHT MEOH WATER/A1B2-LM-A8.mzXML	118	734	8204	E'Surugamide_A'	23	4.9e-26	911.621	912.642	257.363	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/A1B2 LIGHT MEOH WATER/A1B2-LM-C5.mzXML	118	736	8204	E'Surugamide_A'	21	2.0e-25	911.621	912.644	258.075	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/A1B2 LIGHT MEOH WATER/A1B2-LM-C5.mzXML	102	704	8206	E'Surugamide_C'	18	5.7e-25	897.605	898.632	247.293	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/A1B2 LIGHT MEOH WATER/A1B2-LM-A10.mzXML	141	714	8205	E'Surugamide_B'	24	9.0e-31	897.605	898.631	250.634	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-D11.mzXML	34	718	8205	E'Surugamide_B'	23	1.4e-27	897.605	898.633	251.895	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-D11.mzXML	40	736	8207	E'Surugamide_D'	21	9.7e-25	897.605	898.631	257.963	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-E12.mzXML	56	719	8205	E'Surugamide_B'	25	1.4e-31	897.605	898.629	252.194	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-D10.mzXML	63	748	8204	E'Surugamide_A'	23	1.4e-29	911.621	912.637	261.992	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-D10.mzXML	49	720	8206	E'Surugamide_C'	20	6.0e-27	897.605	898.624	252.563	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-E10.mzXML	51	717	8205	E'Surugamide_B'	21	2.7e-29	897.605	898.631	251.501	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-B9.mzXML	43	717	8205	E'Surugamide_B'	15	7.4e-25	897.605	898.629	251.607	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-C9.mzXML	78	729	8205	E'Surugamide_B'	26	1.7e-27	897.605	898.632	255.614	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-C9.mzXML	88	744	8206	E'Surugamide_C'	21	4.8e-28	897.605	898.632	260.665	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-C9.mzXML	117	785	8204	E'Surugamide_A'	20	5.0e-25	911.621	912.646	274.484	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-B12.mzXML	43	719	8205	E'Surugamide_B'	27	1.8e-26	897.605	898.631	252.292	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-C11.mzXML	37	742	8204	E'Surugamide_A'	23	6.7e-27	911.621	912.645	259.999	M+H	1
/data/ccms-data/uploads//MSV000079140/ccms_peak/Light/B2-2 light/EtOAC/B2-2LE-C11.mzXML	42	750	8204	E'Surugamide_A'	23	1.3e-24	911.621	912.648	262.699	M+H	1
