combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	0	1	None	423	linear	652.403	9	1.5e-21	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	1	1	None	423	linear	652.406	9	1.2e-22	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	2	1	None	423	linear	652.406	9	1.2e-16	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_37467.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	3	2	None	543	linear	343.705	8	3.4e-14	None	a-Substance_Ib
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	4	2	None	423	linear	326.706	8	7.7e-14	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	5	1	None	423	linear	652.406	8	1.3e-16	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	6	1	None	423	linear	652.405	7	1.4e-15	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	7	1	None	423	linear	652.409	7	3.7e-14	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	8	1	None	423	linear	652.404	9	6.1e-20	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/antimarin2012_54685.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	9	1	None	423	linear	652.406	8	3.2e-19	None	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol
combined_db/mol_dir/NZJ30-F.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	10	2	None	7	cyclic	518.85	20	1.5e-18	None	Surfactin_Surfactin_C1
combined_db/mol_dir/NZJ30-F.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	11	1	None	7	cyclic	1036.69	19	2.9e-22	None	Surfactin_Surfactin_C1
combined_db/mol_dir/NZJ30-F.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	12	1	None	7	cyclic	1036.69	19	1.1e-18	None	Surfactin_Surfactin_C1
combined_db/mol_dir/NZJ30-F.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	13	1	None	7	cyclic	1036.69	18	4.4e-20	None	Surfactin_Surfactin_C1
combined_db/mol_dir/antimarin2012_25136.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	14	2	None	7	cyclic	518.85	17	4.5e-19	None	Esperin
combined_db/mol_dir/NZJ26-I.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	15	1	None	7	cyclic	1022.68	16	7.5e-16	None	Surfactin_Surfactin_B1
combined_db/mol_dir/OKQ82-P.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	16	1	None	7	cyclic	1064.72	14	6.4e-16	None	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364E
combined_db/mol_dir/NZJ23-F.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	17	1	None	7	cyclic	1008.66	12	5.9e-15	None	Surfactin_Surfactin_A1
combined_db/mol_dir/antimarin2012_25136.mol	REG_fdr0_spectra/MSV000078556_filtered.mgf	18	2	None	7	cyclic	518.85	15	1.4e-14	None	Esperin
